ï..customerID,Cust_ID,Gender,DOB,Age,SeniorCitizen,Dependents,Partner,Tenure,Mobile_Service,Dual_Sim,Internet_Mode,VOD_Streaming,Plan,PaymentMethod,Per_Month_Charge,Var_Charge,TotalCharges,Churn
4987-GQWPO,SS52,Male,11/8/1977,41,0,No,No,27,No,No phone service,DSL,No,Month-to-month,Credit card (automatic),986,85,1071,No
3755-JBMNH,XL99,Male,3/2/1958,61,1,No,Yes,37,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),963,64,1027,Yes
1757-TCATG,FL34,Male,8/28/1967,51,0,Yes,Yes,40,Yes,No,No,No internet service,One year,Bank transfer (automatic),999,53,1052,No
6345-ULYRW,EX84,Male,1/28/1955,64,1,No,Yes,23,Yes,Yes,Fiber optic,Yes,One year,Mailed check,441,83,524,Yes
4776-XSKYQ,UR88,Female,4/28/1982,37,0,Yes,Yes,25,No,No phone service,DSL,No,One year,Credit card (automatic),271,52,323,No
8048-DSDFQ,MI82,Male,10/30/1963,55,0,No,No,19,Yes,No,No,No internet service,Month-to-month,Mailed check,444,69,513,No
5753-QQWPW,HZ87,Female,6/4/1975,44,0,No,No,2,Yes,No,DSL,No,One year,Electronic check,737,63,800,No
6010-DDPPW,GE20,Male,11/29/1957,61,0,No,Yes,24,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),797,53,850,No
1809-DMJHQ,NI28,Female,10/10/1979,39,0,Yes,No,14,Yes,No,DSL,No,Month-to-month,Mailed check,519,58,577,Yes
6693-FRIRW,RK75,Male,12/29/1984,34,0,No,No,16,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),794,60,854,No
6586-MYGKD,HC70,Male,12/15/1977,41,0,No,Yes,37,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),313,95,408,No
3173-NVMPX,OO16,Female,3/12/1976,43,0,Yes,Yes,5,Yes,Yes,DSL,No,Month-to-month,Mailed check,394,50,444,No
0248-PGHBZ,XY42,Female,6/6/1958,61,1,No,No,36,Yes,No,Fiber optic,No,Two year,Bank transfer (automatic),550,81,631,No
0623-GDISB,KO47,Female,9/2/1982,36,0,No,No,13,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),347,77,424,No
2892-GESUL,MN86,Female,10/20/1983,35,0,Yes,Yes,38,Yes,No,No,No internet service,Two year,Mailed check,412,73,485,No
6923-EFPNL,BE33,Male,12/21/1988,30,0,No,No,24,Yes,Yes,DSL,No,Month-to-month,Credit card (automatic),692,61,753,Yes
7472-EQOAV,AJ78,Male,1/3/1957,62,1,Yes,Yes,10,Yes,No,Fiber optic,No,One year,Bank transfer (automatic),234,96,330,No
9574-RKJIF,WK25,Male,1/16/1967,52,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,249,91,340,Yes
2043-WVTQJ,QO28,Male,1/30/1989,30,0,No,Yes,11,Yes,No,DSL,No,Month-to-month,Mailed check,943,69,1012,No
8034-RYTVV,RQ95,Female,7/11/1993,25,0,No,No,14,Yes,Yes,Fiber optic,No,One year,Credit card (automatic),998,96,1094,No
3863-QSTYI,BV97,Male,8/9/1996,22,0,No,No,12,Yes,No,DSL,No,Month-to-month,Electronic check,471,71,542,No
2619-WFQWU,OC81,Female,1/4/2000,19,0,No,No,1,Yes,No,Fiber optic,No,Month-to-month,Mailed check,412,65,477,Yes
5044-LRQAQ,SQ57,Female,11/9/1972,46,0,No,Yes,25,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),296,65,361,No
1716-LSAMB,VK55,Male,12/25/1992,26,0,Yes,Yes,10,Yes,No,DSL,No,Two year,Bank transfer (automatic),785,62,847,No
1333-PBMXB,LW22,Female,5/15/1984,35,0,Yes,Yes,18,Yes,Yes,No,No internet service,One year,Bank transfer (automatic),985,98,1083,No
6546-OPBBH,ZI60,Male,8/23/1988,30,0,Yes,Yes,9,Yes,Yes,No,No internet service,One year,Mailed check,378,79,457,No
5985-BEHZK,EQ10,Female,6/14/1955,64,1,No,Yes,30,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),395,90,485,No
9127-QRZMH,YT70,Male,3/28/1963,56,0,No,Yes,38,Yes,No,DSL,No,One year,Bank transfer (automatic),363,93,456,No
5919-VCZYM,TG62,Male,11/10/1958,60,0,No,No,19,Yes,No,No,No internet service,Month-to-month,Mailed check,441,57,498,No
9644-KVCNC,XS13,Female,8/7/1957,61,0,No,No,21,Yes,Yes,Fiber optic,No,One year,Bank transfer (automatic),631,85,716,No
2137-DQMEV,TR69,Male,4/27/1958,61,0,Yes,Yes,33,No,No phone service,DSL,No,One year,Mailed check,890,90,980,No
8174-LNWMW,ZZ34,Female,10/12/1984,34,0,No,No,17,Yes,No,No,No internet service,Two year,Credit card (automatic),893,77,970,No
9279-CJEOJ,GN52,Female,10/17/1956,62,1,No,No,32,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),251,73,324,No
7964-VEXDG,GF44,Male,10/3/1962,56,0,Yes,No,37,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,875,81,956,No
2404-JIBFC,CT15,Female,4/28/1964,55,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),862,79,941,No
0778-NELLA,FY67,Male,3/3/1988,31,0,No,No,14,No,No phone service,DSL,No,Month-to-month,Credit card (automatic),912,77,989,Yes
8029-XYPWT,GP19,Male,4/5/1955,64,1,No,Yes,36,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),537,61,598,No
4614-NUVZD,BP20,Female,11/22/1989,29,0,No,No,8,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,572,95,667,Yes
4632-PAOYU,WI78,Male,3/18/1969,50,0,Yes,Yes,10,Yes,No,No,No internet service,One year,Mailed check,954,84,1038,No
3803-KMQFW,LC42,Female,6/1/1993,26,0,Yes,Yes,39,Yes,No,No,No internet service,Month-to-month,Mailed check,968,83,1051,Yes
6804-GDMOI,GB29,Female,3/29/1981,38,0,No,No,11,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,240,72,312,Yes
2990-OGYTD,KU88,Female,7/24/1973,45,0,No,Yes,3,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),622,85,707,No
6646-JPPHA,NO55,Female,7/19/1958,60,1,No,No,30,Yes,No,Fiber optic,No,Month-to-month,Electronic check,982,74,1056,No
9572-MTILT,LL16,Male,11/2/1957,61,0,No,Yes,5,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,255,57,312,Yes
7658-UYUQS,WR63,Male,1/20/1959,60,1,No,Yes,11,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),462,63,525,No
7880-XSOJX,PR81,Male,7/14/1962,56,0,No,No,40,No,No phone service,DSL,No,Month-to-month,Mailed check,871,98,969,No
9611-CTWIH,LK33,Female,10/31/1987,31,0,No,No,11,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,336,64,400,Yes
4589-IUAJB,LM66,Male,4/14/1996,23,0,No,Yes,40,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),501,52,553,No
0329-GTIAJ,FU20,Female,9/16/1975,43,0,No,No,21,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,275,68,343,Yes
8746-BFOAJ,AI76,Male,3/22/1956,63,1,No,No,30,Yes,No,No,No internet service,One year,Bank transfer (automatic),471,74,545,No
8457-XIGKN,QG27,Male,7/11/1956,62,0,No,No,17,Yes,No,No,No internet service,Month-to-month,Credit card (automatic),239,95,334,No
6072-NUQCB,JM60,Male,12/9/1977,41,0,Yes,Yes,22,Yes,No,No,No internet service,One year,Bank transfer (automatic),799,63,862,No
6629-CZTTH,IX75,Male,6/2/1976,43,0,No,No,5,Yes,No,DSL,Yes,Month-to-month,Mailed check,275,99,374,Yes
8838-GPHZP,JP83,Female,6/5/1980,39,0,No,No,22,Yes,No,No,No internet service,Two year,Mailed check,713,68,781,No
8750-QWZAJ,GS65,Female,10/15/1978,40,0,Yes,Yes,10,Yes,No,No,No internet service,Two year,Bank transfer (automatic),922,76,998,No
5364-EVNIB,KT58,Male,3/15/1968,51,0,No,No,31,Yes,No,Fiber optic,No,Month-to-month,Electronic check,255,58,313,Yes
6918-UMQCG,FY17,Female,3/27/1998,21,0,No,No,39,Yes,No,Fiber optic,No,Month-to-month,Electronic check,822,92,914,No
0675-NCDYU,XK85,Female,9/22/1988,30,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),636,50,686,No
6339-DKLMK,UA11,Female,4/18/1984,35,0,No,No,14,No,No phone service,DSL,No,Month-to-month,Electronic check,320,94,414,No
1346-PJWTK,AK99,Male,1/5/1999,20,0,No,Yes,7,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),503,75,578,No
5088-QZLRL,IT84,Male,12/30/1998,20,0,No,No,16,Yes,No,No,No internet service,Month-to-month,Electronic check,534,87,621,No
8023-QHAIO,WF65,Female,10/17/1958,60,1,No,Yes,30,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),575,95,670,No
4397-FRLTA,BT19,Female,10/24/1971,47,0,No,No,24,Yes,No,No,No internet service,Month-to-month,Mailed check,412,50,462,No
3057-VJJQE,ZK90,Male,6/28/1970,48,0,No,No,36,Yes,Yes,DSL,No,Two year,Mailed check,745,98,843,No
5087-SUURX,TK83,Female,9/18/1958,60,0,No,Yes,17,No,No phone service,DSL,No,Month-to-month,Electronic check,435,54,489,Yes
2302-OUZXB,SX64,Male,8/24/1956,62,0,No,Yes,35,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),322,55,377,No
8133-ANHHJ,GX40,Female,8/3/1956,62,1,No,No,13,Yes,Yes,Fiber optic,Yes,One year,Bank transfer (automatic),885,79,964,No
2270-CHBFN,TT58,Female,6/25/1998,20,0,No,Yes,15,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),753,73,826,No
0013-EXCHZ,JW78,Female,1/18/1957,62,1,No,Yes,14,Yes,No,Fiber optic,No,Month-to-month,Mailed check,242,69,311,Yes
5982-FPVQN,TE57,Female,5/7/1975,44,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,825,92,917,No
9107-UKCKY,WO10,Male,3/19/1974,45,0,No,Yes,19,Yes,Yes,DSL,Yes,One year,Electronic check,565,64,629,No
4654-ULTTN,OP85,Male,10/24/1985,33,0,No,Yes,23,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),789,83,872,No
5550-VFRLC,OT21,Female,10/9/1958,60,1,No,No,31,Yes,No,Fiber optic,No,Month-to-month,Electronic check,567,60,627,Yes
5546-BYZSM,VQ27,Female,11/12/1962,56,0,No,No,19,Yes,No,No,No internet service,Month-to-month,Electronic check,361,69,430,No
1492-KGETH,VY19,Male,9/13/1979,39,0,Yes,Yes,10,Yes,Yes,DSL,Yes,One year,Bank transfer (automatic),437,74,511,No
4929-BSTRX,PV50,Female,9/14/1971,47,0,No,No,5,Yes,No,DSL,No,Month-to-month,Mailed check,925,81,1006,Yes
4163-HFTUK,ZY60,Male,7/15/1969,49,0,No,No,17,Yes,No,No,No internet service,One year,Electronic check,773,61,834,No
8215-NGSPE,LD39,Female,1/10/1962,57,0,Yes,Yes,21,Yes,No,No,No internet service,Two year,Mailed check,727,76,803,No
2225-ZRGSG,BW44,Female,10/21/1987,31,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Two year,Bank transfer (automatic),561,86,647,Yes
8859-YSTWS,QY26,Male,11/1/1997,21,0,No,No,27,Yes,No,No,No internet service,One year,Bank transfer (automatic),411,59,470,No
5271-YNWVR,CP33,Male,7/31/1983,35,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,513,75,588,Yes
7601-DHFWZ,CV42,Female,5/23/1970,49,0,No,No,34,Yes,Yes,No,No internet service,Two year,Credit card (automatic),365,79,444,No
2657-ALMWY,ZD36,Female,2/27/1957,62,1,No,Yes,40,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,829,85,914,Yes
6330-JKLPC,VK18,Male,11/30/1986,32,0,No,Yes,20,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),892,87,979,Yes
4667-OHGKG,ZR36,Male,11/10/1992,26,0,No,No,22,Yes,No,No,No internet service,Month-to-month,Mailed check,703,77,780,Yes
1998-VHJHK,WO54,Female,5/10/1968,51,0,No,No,31,Yes,No,No,No internet service,One year,Mailed check,784,76,860,No
1707-HABPF,LM26,Female,4/30/1958,61,1,No,No,7,Yes,No,Fiber optic,No,One year,Bank transfer (automatic),278,94,372,No
1660-HSOOQ,AR29,Male,2/17/2000,19,0,No,No,39,Yes,No,DSL,No,Month-to-month,Mailed check,634,87,721,Yes
7253-UVNDW,ZC67,Female,8/15/1980,38,0,No,No,11,Yes,No,DSL,No,Two year,Credit card (automatic),417,88,505,Yes
0487-VVUVK,JD12,Male,10/22/1973,45,0,Yes,Yes,8,Yes,No,No,No internet service,Month-to-month,Mailed check,207,66,273,No
7228-OMTPN,VV32,Male,8/2/1977,41,0,No,No,32,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,765,90,855,Yes
5063-IUOKK,EL34,Male,9/10/1980,38,0,No,No,23,Yes,No,No,No internet service,Two year,Mailed check,414,68,482,No
4508-OEBEY,XN97,Male,11/11/1993,25,0,No,Yes,5,Yes,No,DSL,Yes,One year,Credit card (automatic),700,53,753,No
0027-KWYKW,TE74,Female,11/16/1958,60,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,436,76,512,No
2308-STERM,ZU65,Female,3/6/1958,61,0,No,No,16,Yes,No,No,No internet service,Month-to-month,Mailed check,837,54,891,No
5982-XMDEX,UG61,Female,10/4/1995,23,0,No,No,7,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),420,92,512,No
6284-AHOOQ,KJ26,Male,4/17/1956,63,1,No,No,33,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),219,81,300,Yes
6051-PTVNS,TR52,Female,1/7/1984,35,0,Yes,Yes,25,Yes,No,No,No internet service,One year,Credit card (automatic),510,76,586,No
2344-JMOGN,UL79,Male,4/21/1977,42,0,No,Yes,33,Yes,No,Fiber optic,No,Month-to-month,Mailed check,761,57,818,Yes
3799-ISUZQ,PY92,Male,9/16/1969,49,0,Yes,Yes,15,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),482,50,532,Yes
2877-VDUER,KN71,Female,10/3/1979,39,0,Yes,Yes,21,No,No phone service,DSL,No,One year,Mailed check,591,55,646,No
9152-AMKAK,RL99,Male,10/19/1984,34,0,No,No,35,Yes,No,DSL,Yes,Two year,Mailed check,426,82,508,No
1794-HBQTJ,SO59,Female,11/1/1961,57,0,No,No,18,Yes,No,DSL,No,Month-to-month,Credit card (automatic),925,80,1005,Yes
9432-VOFYX,OF36,Male,5/27/1956,63,0,No,No,36,Yes,No,Fiber optic,No,Month-to-month,Electronic check,759,78,837,No
8049-WJCLQ,VI24,Male,8/26/1974,44,0,Yes,Yes,29,Yes,No,DSL,No,Month-to-month,Mailed check,822,56,878,No
6586-PSJOX,QE70,Male,8/7/1972,46,0,Yes,No,38,Yes,No,DSL,No,One year,Credit card (automatic),302,90,392,No
2460-FPSYH,TZ81,Female,6/26/1955,63,1,No,No,38,No,No phone service,DSL,Yes,Month-to-month,Electronic check,782,50,832,Yes
9705-ZJBCG,YI49,Female,9/5/1963,55,0,Yes,Yes,7,Yes,No,DSL,No,One year,Bank transfer (automatic),932,62,994,No
4818-DRBQT,FX35,Male,4/12/1958,61,0,No,Yes,17,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),589,85,674,Yes
1320-HTRDR,WY82,Female,11/9/1998,20,0,No,No,30,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,598,52,650,Yes
6847-KJLTS,KE47,Female,4/29/1956,63,1,No,Yes,17,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),908,71,979,No
9670-BPNXF,DT95,Female,5/5/1976,43,0,No,No,2,Yes,No,DSL,No,One year,Credit card (automatic),807,58,865,No
3913-FCUUW,EH83,Female,12/4/1987,31,0,Yes,Yes,40,Yes,Yes,DSL,No,Two year,Bank transfer (automatic),857,83,940,No
3301-VKTGC,RA11,Male,4/7/1986,33,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,One year,Bank transfer (automatic),861,96,957,No
1493-AMTIE,EH58,Male,8/23/1975,43,0,No,No,32,Yes,No,No,No internet service,Month-to-month,Bank transfer (automatic),232,69,301,Yes
9555-SAHUZ,HK67,Female,6/4/1990,29,0,Yes,Yes,25,Yes,No,DSL,No,Month-to-month,Electronic check,826,100,926,No
0816-TSPHQ,XS25,Male,1/26/1991,28,0,No,No,30,Yes,No,No,No internet service,Month-to-month,Mailed check,262,90,352,No
9932-WBWIK,MO98,Male,4/8/1975,44,0,No,No,6,Yes,No,No,No internet service,Month-to-month,Mailed check,703,59,762,No
4619-EVPHY,SZ29,Female,4/4/1955,64,1,No,Yes,40,Yes,No,Fiber optic,Yes,One year,Bank transfer (automatic),558,98,656,No
5286-YHCVC,KH60,Male,6/1/1960,59,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),501,99,600,No
6424-ELEYH,EJ19,Female,11/16/1961,57,0,No,Yes,29,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),251,79,330,Yes
4391-RESHN,WB60,Male,1/29/1993,26,0,No,No,1,Yes,Yes,Fiber optic,Yes,Month-to-month,Mailed check,880,83,963,Yes
9115-YQHGA,BW55,Male,10/12/1965,53,0,No,No,18,Yes,No,DSL,No,Month-to-month,Electronic check,688,55,743,No
4462-CYWMH,VO87,Male,9/25/1956,62,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),295,80,375,No
8963-MQVYN,NX92,Female,10/20/1958,60,0,Yes,No,35,Yes,No,No,No internet service,Month-to-month,Electronic check,655,62,717,No
2458-EOMRE,FL33,Female,4/17/1990,29,0,No,No,8,Yes,No,DSL,Yes,Month-to-month,Bank transfer (automatic),859,54,913,No
9334-GWGOW,QG14,Male,6/26/1958,60,1,No,Yes,1,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,436,69,505,No
6821-BUXUX,FE45,Female,10/30/1963,55,0,No,No,2,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,815,65,880,Yes
5028-HTLJB,ZG44,Male,10/30/1955,63,1,No,No,6,Yes,No,No,No internet service,Month-to-month,Mailed check,602,74,676,Yes
9801-GDWGV,FZ90,Female,1/1/1958,61,0,No,No,40,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,924,58,982,Yes
6542-LWGXJ,FE76,Male,5/3/1959,60,0,No,Yes,32,No,No phone service,DSL,No,Month-to-month,Mailed check,733,63,796,No
5567-GZKQY,UF27,Male,8/27/1969,49,0,No,No,14,Yes,No,No,No internet service,Two year,Credit card (automatic),574,89,663,No
1222-LRYKO,UL21,Male,4/6/1964,55,0,Yes,No,25,Yes,Yes,No,No internet service,Month-to-month,Mailed check,483,76,559,No
2320-JRSDE,DX73,Female,3/24/1976,43,0,Yes,Yes,28,Yes,No,No,No internet service,Month-to-month,Electronic check,352,55,407,Yes
2087-QAREY,BY93,Female,12/14/1994,24,0,No,Yes,25,Yes,No,DSL,No,Month-to-month,Mailed check,209,86,295,No
0601-WZHJF,MY46,Male,12/5/1956,62,0,No,Yes,31,No,No phone service,DSL,Yes,Month-to-month,Electronic check,697,65,762,Yes
4423-JWZJN,LA76,Male,6/26/1988,30,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),631,74,705,No
5143-WMWOG,JE16,Male,4/21/1968,51,0,No,No,26,Yes,No,No,No internet service,Month-to-month,Electronic check,463,79,542,Yes
6490-FGZAT,JY22,Male,4/1/1968,51,0,No,No,22,Yes,No,No,No internet service,Month-to-month,Mailed check,520,63,583,No
5393-RXQSZ,RU41,Male,9/6/1987,31,0,No,No,13,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,923,75,998,Yes
7452-FOLON,CL24,Male,10/23/1977,41,0,Yes,No,5,Yes,Yes,No,No internet service,One year,Bank transfer (automatic),539,53,592,No
2320-TZRRH,BH97,Female,6/9/1979,40,0,No,No,35,Yes,No,No,No internet service,One year,Mailed check,683,92,775,No
0231-LXVAP,UO93,Male,3/29/1965,54,0,No,No,39,Yes,No,Fiber optic,No,Month-to-month,Electronic check,664,91,755,Yes
9444-JTXHZ,LM79,Male,10/15/1956,62,0,No,Yes,11,Yes,No,Fiber optic,No,Month-to-month,Electronic check,732,56,788,Yes
4942-VZZOM,WM44,Male,3/4/1999,20,0,No,Yes,37,Yes,Yes,DSL,No,One year,Credit card (automatic),992,97,1089,No
5510-BOIUJ,RE83,Male,12/2/1969,49,0,Yes,No,39,Yes,No,No,No internet service,Month-to-month,Mailed check,212,78,290,Yes
7502-BNYGS,GT39,Female,8/12/1987,31,0,No,Yes,40,Yes,No,DSL,Yes,Month-to-month,Credit card (automatic),999,100,1099,No
4291-HYEBC,DY87,Female,3/12/1957,62,1,Yes,Yes,12,No,No phone service,DSL,Yes,One year,Electronic check,743,93,836,No
6147-CBCRA,CO15,Female,12/18/1962,56,0,No,Yes,40,Yes,No,No,No internet service,Month-to-month,Mailed check,985,53,1038,No
6047-SUHPR,UX61,Male,8/5/1990,28,0,Yes,Yes,1,Yes,No,DSL,No,One year,Electronic check,279,89,368,No
4471-KXAUH,OW83,Female,2/16/1959,60,0,No,Yes,25,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,754,55,809,Yes
9752-ZNQUT,KP89,Female,5/5/1988,31,0,No,No,24,Yes,No,DSL,No,Month-to-month,Electronic check,292,69,361,No
7638-QVMVY,CQ57,Female,8/1/1965,53,0,No,No,9,Yes,No,Fiber optic,No,Month-to-month,Electronic check,995,90,1085,Yes
1576-PFZIW,ZU43,Male,9/14/1958,60,1,No,Yes,35,Yes,No,Fiber optic,Yes,Two year,Credit card (automatic),550,50,600,No
5666-MBJPT,VW92,Male,6/3/1974,45,0,No,No,32,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),679,75,754,No
7312-XSBAT,WX89,Male,1/25/1967,52,0,No,No,40,Yes,No,DSL,No,Month-to-month,Electronic check,710,94,804,No
3096-GKWEB,HD58,Male,7/25/1979,39,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,901,57,958,No
2371-JQHZZ,PI22,Male,9/29/1961,57,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,628,61,689,No
0674-GCDXG,IK30,Male,5/4/1964,55,0,No,No,6,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),548,96,644,No
1121-QSIVB,BK57,Female,1/16/1959,60,0,Yes,No,13,Yes,Yes,DSL,Yes,One year,Mailed check,746,96,842,No
4396-KLSEH,QJ80,Male,2/27/1957,62,0,No,No,20,Yes,No,No,No internet service,Month-to-month,Electronic check,764,84,848,No
3244-DCJWY,DD92,Female,10/11/1968,50,0,No,No,31,Yes,No,Fiber optic,No,Month-to-month,Electronic check,374,63,437,Yes
2824-MYYBN,AE31,Female,1/10/1965,54,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,842,75,917,No
0875-CABNR,PT67,Female,3/17/1958,61,1,No,No,34,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),815,100,915,Yes
6345-HOVES,YI35,Male,8/11/1989,29,0,No,No,9,No,No phone service,DSL,No,Month-to-month,Bank transfer (automatic),575,93,668,No
8318-LCNBW,GZ83,Male,6/24/1994,24,0,No,Yes,39,No,No phone service,DSL,Yes,One year,Credit card (automatic),932,52,984,No
6469-QJKZW,PF29,Female,5/18/1976,43,0,No,Yes,34,Yes,No,No,No internet service,Month-to-month,Electronic check,769,92,861,No
0147-ESWWR,NS49,Female,9/28/1955,63,1,No,Yes,31,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,257,99,356,No
1217-VASWC,JO95,Male,7/8/1956,62,1,No,Yes,26,Yes,No,Fiber optic,Yes,One year,Bank transfer (automatic),306,62,368,No
7812-FZHPE,LF57,Female,4/27/1975,44,0,Yes,Yes,38,Yes,Yes,No,No internet service,Month-to-month,Mailed check,863,63,926,Yes
6370-ZVHDV,CR36,Female,7/13/1994,24,0,No,Yes,25,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),436,65,501,No
5915-DGNVC,WK37,Female,11/12/1977,41,0,No,Yes,12,Yes,Yes,DSL,Yes,One year,Electronic check,898,98,996,No
6260-XLACS,IB76,Male,6/11/1987,32,0,No,No,35,Yes,No,No,No internet service,One year,Mailed check,481,50,531,No
3566-CAAYU,MD96,Female,12/22/1972,46,0,Yes,Yes,7,No,No phone service,DSL,Yes,Two year,Electronic check,468,84,552,No
4983-CCWMC,ZV90,Male,1/16/1972,47,0,No,No,31,Yes,No,Fiber optic,No,Month-to-month,Mailed check,538,65,603,No
9103-CXVOK,SI60,Male,11/12/1964,54,0,Yes,Yes,11,Yes,No,No,No internet service,Month-to-month,Electronic check,922,54,976,No
2896-TBNBE,BS66,Male,6/9/1982,37,0,No,Yes,37,Yes,No,Fiber optic,No,One year,Electronic check,363,58,421,No
4797-AXPXK,XP65,Female,10/5/1969,49,0,Yes,No,39,Yes,No,DSL,No,Month-to-month,Electronic check,348,90,438,Yes
5229-PRWKT,KJ26,Male,5/11/1987,32,0,No,No,6,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,963,68,1031,Yes
6982-UQZLY,WJ93,Female,2/26/1958,61,1,No,Yes,20,Yes,No,No,No internet service,Month-to-month,Mailed check,708,90,798,Yes
2522-WLNSF,QU11,Female,10/2/1957,61,1,No,Yes,3,Yes,No,DSL,No,One year,Bank transfer (automatic),835,99,934,No
3841-CONLJ,FY89,Female,9/20/1984,34,0,No,Yes,38,No,No phone service,DSL,Yes,Month-to-month,Electronic check,708,51,759,No
5057-LCOUI,FI81,Female,1/15/1999,20,0,No,No,7,No,No phone service,DSL,Yes,Month-to-month,Electronic check,330,67,397,Yes
0193-ESZXP,ND83,Female,9/21/1958,60,1,No,Yes,38,Yes,No,Fiber optic,Yes,One year,Credit card (automatic),458,53,511,Yes
4475-NVTLU,XW49,Male,4/15/1965,54,0,Yes,Yes,36,Yes,No,No,No internet service,Two year,Electronic check,622,68,690,No
4369-HTUIF,SO34,Male,12/15/1956,62,1,No,No,31,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),451,92,543,Yes
9386-LDCZR,LB17,Male,10/5/1957,61,0,No,No,34,Yes,No,Fiber optic,No,One year,Credit card (automatic),739,57,796,No
9585-KKMFD,QA54,Male,11/3/1961,57,0,Yes,Yes,34,Yes,No,No,No internet service,Two year,Mailed check,614,56,670,No
5399-ZIMKF,EP34,Male,11/20/1992,26,0,No,No,7,Yes,No,Fiber optic,No,Month-to-month,Electronic check,489,70,559,No
0336-KXKFK,FF44,Male,1/6/1988,31,0,No,No,39,No,No phone service,DSL,Yes,Two year,Credit card (automatic),843,53,896,No
5619-XZZKR,OM97,Male,1/7/1960,59,0,No,No,19,Yes,No,No,No internet service,One year,Mailed check,913,99,1012,No
3948-FVVRP,XE30,Male,10/17/1981,37,0,Yes,Yes,36,Yes,No,DSL,No,Month-to-month,Mailed check,958,68,1026,No
5327-XOKKY,EJ83,Male,10/13/1957,61,1,No,Yes,18,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),379,80,459,No
0983-TATYJ,JL62,Female,5/25/1970,49,0,No,Yes,5,Yes,No,DSL,No,One year,Mailed check,381,89,470,No
